date,open_w,high_w,low_w,close_w,rsi14_w,rsi3_w,sma9_rsi_w,wma45_rsi_w,ema45_rsi_w,sma3_rsi3_w,ema20_sma3_w,cfg_w,cfg_sma4_w,cfg_sma9_w,cfg_ema20_w,cfg_ema45_w,cfg_wma45_w,the_number_w,the_number_hl_w,the_number_ll_w,sma9_close_w,sma4_w,sma9_w,sma18_w,wma45_close_w,cci_w,cci_ema20_w,aroon_up_w,aroon_down_w
2022-06-02,47.050000,50.380000,46.920000,49.050000,39.495391,9.812281,,,,19.081156,,,,,,,,,,,53.583333,51.435000,53.583333,,,-144.110599,,,
2022-06-09,49.180000,51.780000,48.120000,50.850000,44.696892,40.802692,,,,24.690426,,,,,,,,,,,53.464444,51.017500,53.464444,,,-85.632193,,,
2022-06-16,50.180000,50.320000,43.990000,45.320000,34.798971,15.793443,,,,22.136139,,,,,,,,,,,52.583333,49.317500,52.583333,,,-162.459608,,,
2022-06-23,43.450000,44.320000,40.650000,41.650000,30.043980,9.808615,,,,22.134917,,,,,,,,,,,50.843333,46.717500,50.843333,51.705000,,-207.774822,,,
2022-06-30,42.990000,44.520000,41.320000,42.520000,32.402039,20.518512,,,,15.373524,,,,,,,,,,,49.192222,45.085000,49.192222,51.101667,,-150.545352,,,
2022-07-07,42.650000,42.990000,41.250000,41.320000,30.857032,16.471708,,,,15.599612,,,,,,,,,,,47.488889,42.702500,47.488889,50.509444,,-130.127733,,,
2022-07-14,41.520000,42.990000,40.650000,40.990000,30.427357,15.232455,,,,17.407559,,,,,,,,,,,46.207778,41.620000,46.207778,49.943333,,-109.071752,,,
2022-07-21,41.720000,45.320000,40.720000,44.050000,38.920584,58.578333,,,,30.094166,,,,,,,,,,,45.311111,42.220000,45.311111,49.472778,,-72.997404,,,
2022-07-28,44.190000,45.720000,43.920000,45.120000,41.605041,67.338430,35.916365,,,47.049739,,,,,,,,,,,44.541111,42.870000,44.541111,49.169444,,-45.449533,,,
2022-08-04,45.320000,47.780000,44.520000,47.050000,46.198252,79.225532,36.661128,,,68.380765,,75.083626,,,,,,,,,44.318889,44.302500,44.318889,48.951111,,-15.590200,,,
2022-08-11,47.520000,50.050000,46.650000,48.320000,49.038859,84.716040,37.143568,,,77.093334,39.938591,81.435301,,,,,,,,,44.037778,46.135000,44.037778,48.751111,,28.494912,,40.000000,84.000000
2022-08-18,48.380000,49.850000,47.520000,49.050000,50.651697,87.552492,38.904982,,,83.831355,44.118854,99.684081,,,,,,,,,44.452222,47.385000,44.452222,48.517778,,49.219122,,36.000000,80.000000
2022-08-25,49.050000,49.980000,47.580000,49.980000,52.705266,90.811223,41.422903,,,87.693252,48.268797,110.354538,91.639386,,,,,,,,45.377778,48.600000,45.377778,48.110556,,67.718891,,32.000000,76.000000
2022-09-01,49.320000,51.320000,48.850000,49.320000,51.080692,71.019058,43.498309,,,83.127591,51.588682,101.806244,98.320041,,,,,,,,46.133333,49.167500,46.133333,47.662778,,89.306123,,28.000000,72.000000
2022-09-08,48.980000,49.650000,46.920000,47.650000,47.122717,38.867413,45.305607,,,66.899231,53.046830,83.164916,98.752445,,,,,,,,46.836667,49.000000,46.836667,47.162778,,49.648804,,24.000000,68.000000
2022-09-15,48.450000,48.450000,46.380000,47.520000,46.818596,36.915949,47.126856,,,48.934140,52.655145,65.325379,90.162769,,,,,,,,47.562222,48.617500,47.562222,46.885000,,42.063284,,20.000000,64.000000
2022-09-22,47.050000,47.120000,44.250000,45.380000,42.011934,16.482123,47.470339,,,30.755162,50.569432,33.846512,71.035763,,,,,,,,47.710000,47.467500,47.710000,46.510556,,-4.125627,,16.000000,60.000000
2022-09-29,42.920000,46.650000,42.920000,45.720000,43.012973,26.215374,47.626776,,,26.537816,48.280707,27.945747,52.570638,75.405149,,,,,,,47.776667,46.567500,47.776667,46.158889,,-24.099714,,12.000000,56.000000
2022-10-06,45.720000,48.450000,44.850000,46.980000,46.686047,55.223169,47.680976,,,32.640222,46.791137,33.128018,40.061414,70.743415,,,,,,,47.768889,46.400000,47.768889,46.043889,,16.386328,-17.986452,8.000000,52.000000
2022-10-13,46.650000,49.580000,45.780000,48.320000,50.351115,72.481508,47.826782,,,51.306684,47.221189,52.618940,36.884804,67.541597,,,,,,,47.768889,46.600000,47.768889,45.903333,,44.061373,-12.077135,4.000000,48.000000
2022-10-20,48.850000,50.850000,47.650000,47.700000,48.683505,57.184622,47.608094,,,61.629766,48.593434,59.661574,43.338570,63.094652,,,,,,,47.618889,47.180000,47.618889,46.035556,,66.689989,-4.575504,4.000000,44.000000
2022-10-27,47.700000,49.300000,45.300000,45.300000,42.777364,25.696049,46.504994,,,51.787393,48.897621,41.859491,46.817006,55.484091,,,,,,,47.098889,47.075000,47.098889,46.238333,,-40.215020,-7.969744,4.000000,40.000000
2022-11-03,45.650000,46.900000,44.000000,46.400000,46.010313,46.100713,45.941618,,,42.993795,48.335352,37.923416,48.015855,48.385999,,,,,,,46.774444,46.930000,46.774444,46.453889,,-92.943849,-16.062516,4.000000,36.000000
2022-11-10,46.500000,47.200000,43.900000,43.900000,40.420869,23.810224,45.196968,,,31.868995,46.767127,25.167146,41.152907,41.941803,,,,,,,46.357778,45.825000,46.357778,46.597222,,-117.971663,-25.768149,4.000000,32.000000
2022-11-17,44.700000,44.700000,42.800000,43.500000,39.592112,21.334482,44.394026,,,30.415140,45.209795,23.188656,32.034677,37.259944,,,,,,,45.911111,44.775000,45.911111,46.736667,,-146.442995,-37.260991,8.000000,28.000000
2022-11-24,43.000000,43.700000,41.050000,41.100000,34.960476,11.021000,43.610530,,,18.721902,42.687139,11.670444,24.487416,34.795937,,,,,,,45.435556,43.725000,45.435556,46.572778,,-175.714880,-50.447076,4.000000,24.000000
2022-12-01,41.200000,41.800000,39.500000,41.500000,36.298032,20.615039,42.864426,,,17.656840,40.303301,10.941900,17.742036,32.906621,,,,,,,44.966667,42.500000,44.966667,46.371667,,-171.200130,-61.947367,48.000000,100.000000
2022-12-08,41.650000,41.650000,39.300000,39.950000,33.429128,12.672726,41.391435,,,14.769588,37.871519,1.512669,11.828417,29.393804,,,,,,,44.185556,41.512500,44.185556,45.977222,,-157.924064,-71.088005,44.000000,100.000000
2022-12-15,39.800000,39.800000,36.900000,37.400000,29.322982,6.496363,39.054976,,,13.261376,35.527695,-7.766757,4.089564,22.684282,37.710482,,,,,,42.972222,39.987500,42.972222,45.370556,,-170.058075,-80.513726,40.000000,100.000000
2022-12-22,36.500000,38.800000,36.500000,38.250000,32.307757,24.817402,37.235448,,,14.662164,33.540502,-1.713584,0.743557,15.864820,33.955809,,,,,,41.922222,39.275000,41.922222,44.770556,,-137.105019,-85.903373,36.000000,100.000000
2022-12-29,38.500000,39.900000,37.000000,37.300000,30.744980,18.680959,35.898517,,,16.664908,31.933303,4.632524,-0.833787,11.728490,31.163115,,,,,,41.033333,38.225000,41.033333,44.066111,45.186184,-107.473717,-87.957691,32.000000,96.000000
2023-01-05,37.550000,42.600000,37.350000,41.300000,43.202709,68.255403,35.586561,,,37.251255,32.439774,34.443651,7.398958,11.341850,31.475547,,,,,,40.466667,38.562500,40.466667,43.620556,44.922126,-51.410703,-84.477026,28.000000,92.000000
2023-01-12,42.100000,43.000000,41.550000,41.850000,44.676331,71.801029,36.059390,,,52.912464,34.389554,57.167926,23.632629,14.897492,33.922440,,,,,,40.238889,39.675000,40.238889,43.298333,44.695845,-11.549531,-77.531550,24.000000,88.000000
2023-01-19,42.750000,42.750000,41.700000,41.900000,44.816502,72.224077,36.639878,,,70.760170,37.853422,75.984560,43.057165,20.763704,37.928356,,,,,,40.061111,40.587500,40.061111,42.986111,44.479324,-3.540809,-70.484813,20.000000,84.000000
2023-01-26,42.300000,47.700000,42.300000,44.700000,52.130871,87.710803,38.547699,,,77.245303,41.605030,94.415698,65.502959,29.957621,43.308103,,,,,,40.461111,42.437500,40.461111,42.948333,44.393527,83.333333,-55.835465,16.000000,80.000000
2023-02-02,45.100000,49.450000,44.700000,49.000000,60.737623,94.620331,41.263209,,,84.851737,45.723764,109.291328,84.214878,40.885335,49.592220,,,,,,41.294444,44.362500,41.294444,43.130556,44.502222,156.411523,-35.621467,12.000000,76.000000
2023-02-09,49.000000,50.000000,47.000000,49.300000,61.260947,94.919278,44.355634,,,92.416804,50.170720,120.248623,99.985052,54.078219,56.321401,,,,,,42.333333,46.225000,42.333333,43.259444,44.625507,162.219247,-16.779494,8.000000,72.000000
2023-02-16,49.750000,49.950000,48.000000,49.300000,61.260947,94.919278,47.904296,,,94.819629,54.422997,126.757594,112.678311,69.025369,63.029610,,,,,,43.655556,48.075000,43.655556,43.313889,44.750435,142.775170,-1.583812,4.000000,68.000000
2023-02-23,49.000000,49.000000,46.450000,48.000000,57.414940,61.563717,50.693983,,,83.800758,57.220879,108.907941,116.301371,81.316649,67.398975,,,,,,44.738889,48.900000,44.738889,43.330556,44.821353,96.448617,7.752610,28.000000,64.000000
2023-03-02,47.600000,48.200000,46.200000,47.700000,56.532896,54.887144,53.559307,,,70.456713,58.481435,96.244629,113.039697,91.495772,70.146180,,,,,,45.894444,48.575000,45.894444,43.463889,44.884251,73.465052,14.010938,24.000000,60.000000
2023-03-09,47.750000,47.750000,45.800000,46.150000,52.081050,29.822093,54.545790,,,48.757652,57.555360,57.635993,97.386539,94.072699,68.954734,,,,,,46.433333,47.787500,46.433333,43.450000,44.886860,51.031895,17.536743,20.000000,56.000000
2023-03-16,46.000000,46.250000,43.900000,44.050000,46.713750,15.467396,54.772170,,,33.392211,55.254108,35.429630,74.554548,91.657333,65.761867,,,,,,46.677778,46.475000,46.677778,43.458333,44.809082,14.154777,17.214651,16.000000,52.000000
2023-03-23,44.100000,47.900000,44.000000,46.450000,52.711745,53.684871,55.649419,,,32.991453,53.133855,40.886696,57.549237,87.757570,63.392803,,,,,,47.183333,46.087500,47.183333,43.622222,44.852174,33.084296,18.726046,12.000000,48.000000
2023-03-30,46.800000,53.000000,46.800000,51.000000,61.548438,79.736729,56.695815,,,49.629665,52.800123,59.047232,48.249888,83.827741,62.978939,,,,,,47.883333,46.912500,47.883333,44.172222,45.096715,111.477210,27.559490,100.000000,44.000000
2023-04-06,51.300000,53.600000,50.900000,51.500000,62.380382,81.456090,56.878344,47.722344,46.802711,71.625897,54.593054,73.268655,52.158053,79.825221,63.958912,,,,,,48.161111,48.250000,48.161111,44.727778,45.364058,143.213115,38.574121,100.000000,40.000000
2023-04-13,51.800000,53.900000,50.200000,52.500000,64.055433,85.218715,57.188842,48.554762,47.552829,82.137178,57.216304,84.931664,64.533562,75.901115,65.956317,,,,,,48.516667,50.362500,48.516667,45.425000,45.675362,134.892270,47.747278,100.000000,36.000000
2023-04-20,52.600000,53.500000,51.800000,51.800000,61.975189,70.251684,57.268202,49.273005,48.179888,78.975496,59.288608,79.689738,74.234322,70.671353,67.264262,,,,,,48.794444,51.700000,48.794444,46.225000,45.952850,122.163526,54.834540,96.000000,32.000000
2023-04-27,52.600000,53.200000,52.000000,52.700000,63.611448,77.778480,57.956703,50.045695,48.850825,77.749626,61.046800,83.946135,80.459048,67.897819,68.853011,,,,,,49.316667,52.125000,49.316667,47.027778,46.268599,112.841814,60.359042,92.000000,28.000000
2023-05-04,52.800000,55.600000,52.800000,54.800000,67.162203,88.214869,59.137737,50.944929,49.646972,78.748344,62.732661,89.377651,84.486297,67.134822,70.807739,,,,,,50.105556,52.950000,50.105556,48.000000,46.668502,134.187563,67.390330,100.000000,24.000000
2023-05-11,54.900000,57.100000,54.300000,56.100000,69.167910,91.793688,61.036277,51.895503,50.495709,85.929012,64.941838,103.015873,89.007349,72.177030,73.875180,,,,,,51.211111,53.850000,51.211111,48.822222,47.112174,138.457183,74.158602,100.000000,20.000000
2023-05-18,56.100000,57.100000,54.600000,56.000000,68.819695,88.686201,63.492494,52.795416,51.292404,89.564919,67.286893,111.670865,97.002631,80.648279,77.474769,,,49.325423,50.828308,47.822538,52.538889,54.900000,52.538889,49.608333,47.538357,115.738251,78.118568,100.000000,16.000000
2023-05-25,56.000000,69.900000,55.400000,67.000000,80.468073,98.282075,66.576530,54.165100,52.560911,92.920655,69.728204,120.676983,106.185343,89.513866,81.589266,,,49.945115,51.707462,48.182769,54.822222,58.475000,54.822222,51.002778,48.428599,218.679750,91.505347,100.000000,12.000000
2023-06-01,68.700000,68.700000,61.200000,63.500000,71.336289,69.961511,67.664069,55.089402,53.377232,85.643263,71.243924,95.431114,107.698709,93.556520,82.907537,,,50.719346,52.596846,48.841846,56.211111,60.650000,56.211111,52.047222,49.141546,177.099847,99.657205,96.000000,8.000000
2023-06-08,64.000000,67.000000,63.000000,65.200000,72.942439,75.173617,68.837631,56.052218,54.227893,81.139068,72.186318,91.701126,104.870022,95.604572,83.745022,73.707159,71.564995,51.515577,53.435308,49.595846,57.733333,62.925000,57.733333,52.947222,49.909565,144.915576,103.967526,92.000000,4.000000
2023-06-15,65.400000,66.700000,63.700000,64.500000,71.173925,67.897052,69.628575,56.907863,54.964677,71.010727,72.074357,78.129219,96.484610,94.848745,83.210183,73.899422,72.139075,52.390269,54.318154,50.462385,59.066667,65.050000,59.066667,53.791667,50.627729,117.445366,105.251130,88.000000,4.000000
2023-06-22,64.800000,65.000000,60.800000,62.400000,66.003777,47.295720,70.076196,57.514589,55.444638,63.455463,71.253510,67.484051,83.186377,93.492557,81.712457,73.620493,72.247379,53.129231,55.067769,51.190692,60.244444,63.900000,60.244444,54.519444,51.237681,74.552934,102.327492,84.000000,4.000000
2023-07-06,62.700000,71.400000,62.400000,68.100000,71.958070,76.422394,71.003598,58.363805,56.162613,63.871722,70.550483,72.218344,77.383185,92.189470,80.808255,73.559530,72.575002,53.906269,55.925846,51.886692,61.955556,65.050000,61.955556,55.636111,52.081836,107.509201,102.820988,100.000000,4.000000
2023-07-13,68.200000,69.800000,66.600000,68.400000,72.233714,77.408074,71.567099,59.204420,56.861357,67.042063,70.216347,72.113574,72.486297,90.271239,79.980190,73.496663,72.924606,54.645500,56.679846,52.611154,63.466667,65.850000,63.466667,56.786111,52.920580,100.939926,102.641839,96.000000,4.000000
2023-07-20,69.200000,69.200000,63.800000,65.900000,66.378145,50.840333,71.257125,59.771577,57.275130,68.223601,70.026562,65.433836,69.312451,86.095457,78.594823,73.146105,73.020734,55.295769,57.364846,53.226692,64.555556,66.200000,64.555556,57.883333,53.632850,68.975225,99.435495,92.000000,4.000000
2023-07-27,66.000000,66.000000,62.700000,63.100000,60.466025,32.246736,70.328940,60.066906,57.413865,53.498381,68.452450,45.144711,63.727616,78.703662,75.409098,71.928653,72.269869,55.808077,57.897538,53.718615,65.344444,66.375000,65.344444,58.941667,54.207343,34.660926,93.266489,88.000000,28.000000
2023-08-03,63.400000,64.200000,58.000000,61.500000,57.324058,24.550633,67.757383,60.212735,57.409960,35.879234,65.350239,12.735219,48.856835,66.710133,69.440157,69.355025,70.146630,56.143615,58.331000,53.956231,64.733333,64.725000,64.733333,59.777778,54.697295,-11.077252,83.328989,84.000000,24.000000
2023-08-10,62.000000,64.600000,59.200000,63.200000,59.719047,45.341169,66.466578,60.452543,57.510355,34.046179,62.368900,22.428938,36.435676,58.598780,64.962898,67.314761,68.495669,56.474269,58.720385,54.228154,64.700000,63.425000,64.700000,60.455556,55.247633,-5.921565,74.828937,80.000000,20.000000
2023-08-17,64.000000,64.700000,62.000000,62.300000,57.867505,37.200752,64.791585,60.594742,57.525884,35.697518,59.828768,20.622584,25.232863,50.701164,60.740011,65.284666,66.777202,56.838000,59.074615,54.601385,64.377778,62.525000,64.377778,61.055556,55.741643,-6.206956,67.111233,76.000000,16.000000
2023-08-24,62.200000,62.900000,61.100000,62.200000,57.653616,36.119941,63.289329,60.713289,57.531437,39.553954,57.897833,26.033645,20.455096,44.912767,57.434643,63.578100,65.301074,57.141077,59.358615,54.923538,64.122222,62.300000,64.122222,61.594444,56.215266,-50.938967,55.868356,72.000000,12.000000
2023-08-31,62.500000,66.500000,62.200000,66.400000,63.719114,77.430480,63.035477,61.084956,57.800467,50.250391,57.169505,47.965728,29.262724,42.744064,56.532842,62.899301,64.785370,57.304154,59.334385,55.273923,64.566667,63.525000,64.566667,62.405556,56.856812,29.292929,53.337363,68.000000,8.000000
2023-09-07,66.000000,66.400000,62.800000,64.000000,58.557568,49.816788,61.546533,61.219293,57.833384,54.455736,56.911051,41.055234,33.919298,39.281496,55.058784,61.949559,63.973705,57.413385,59.369154,55.457615,64.111111,63.725000,64.111111,63.033333,57.376522,1.531059,48.403430,64.000000,4.000000
2023-09-14,64.500000,69.400000,61.600000,67.800000,63.587047,72.829671,60.585792,61.562762,58.083543,66.692313,57.842600,58.045646,43.275063,37.718393,55.343247,61.779824,63.918731,57.552231,59.597000,55.507462,64.044444,65.100000,64.044444,63.755556,58.045700,70.449173,50.503024,60.000000,4.000000
2023-09-21,67.700000,68.000000,65.000000,65.000000,58.001378,48.332440,59.655040,61.643270,58.079971,56.992966,57.761683,48.616199,48.920702,35.849767,54.702576,61.207492,63.438142,57.751038,59.783000,55.719077,63.944444,65.800000,63.944444,64.250000,58.571401,55.025011,50.933690,56.000000,4.000000
2023-09-28,64.800000,65.700000,63.400000,65.500000,58.699069,52.602801,59.458711,61.742527,58.106888,57.921637,57.776916,56.154681,50.967940,37.073097,54.840871,60.987805,63.274982,57.984231,59.974385,55.994077,64.211111,65.575000,64.211111,64.777778,59.100870,12.054795,47.230938,52.000000,8.000000
2023-10-05,65.400000,68.900000,64.700000,68.200000,62.337511,71.609447,60.015762,61.982317,58.290828,57.514896,57.751962,62.528349,56.336219,42.605667,55.573012,61.054785,63.358999,58.164077,60.065769,56.262385,64.955556,66.625000,64.955556,64.844444,59.726860,90.695574,51.370427,48.000000,4.000000
2023-10-12,68.400000,68.500000,63.000000,65.300000,56.572744,43.503332,59.666173,61.949489,58.216129,55.905193,57.576079,52.758889,55.014530,45.975662,55.305001,60.694094,62.980246,58.251615,60.212000,56.291231,65.188889,66.000000,65.188889,64.944444,60.202899,34.115870,49.727136,44.000000,4.000000
2023-10-19,65.300000,67.500000,64.600000,65.000000,55.995849,41.005912,59.458211,61.870697,58.119595,52.039564,57.048792,50.167908,55.402457,49.258476,54.815754,60.236434,62.449144,58.420692,60.335154,56.506231,65.488889,66.000000,65.488889,64.933333,60.642512,50.341375,49.785635,40.000000,4.000000
2023-10-26,64.900000,64.900000,60.700000,62.000000,50.454984,22.033003,58.658363,61.531966,57.786351,35.514082,54.997867,28.315450,48.442649,49.512010,52.291915,58.848565,60.930035,58.513231,60.443462,56.583000,65.466667,65.125000,65.466667,64.794444,60.928986,-77.051852,37.705874,36.000000,4.000000
2023-11-02,62.000000,65.200000,61.500000,64.200000,54.046106,48.330499,57.583584,61.332920,57.623732,37.123138,53.295512,27.450130,39.673094,47.232499,49.926031,57.483415,59.347407,58.742308,60.631769,56.852846,65.222222,64.125000,65.222222,64.894444,61.289855,-27.763196,31.470725,32.000000,4.000000
2023-11-09,64.300000,65.700000,61.300000,63.000000,51.838966,37.877617,56.837073,61.014025,57.372220,36.080373,51.655975,29.361771,33.823815,45.933225,47.967530,56.260735,57.813868,58.937308,60.811923,57.062692,65.111111,63.550000,65.111111,64.611111,61.572657,-52.715838,23.452957,28.000000,4.000000
2023-11-16,64.000000,67.100000,62.500000,66.800000,57.726348,69.357481,56.185884,60.932233,57.387617,51.855199,51.674949,45.994500,32.780463,44.594209,47.779622,55.814377,56.973467,59.119615,61.035385,57.203846,65.000000,64.000000,65.000000,64.522222,61.996715,42.277719,25.245791,24.000000,4.000000
2023-11-23,67.100000,72.900000,66.600000,70.900000,62.984096,83.164541,56.739519,61.052969,57.630942,63.466547,52.797958,68.449264,42.813917,46.797883,49.748160,56.363720,57.069396,59.579731,61.597308,57.562154,65.655556,66.225000,65.655556,64.800000,62.570531,225.499730,44.317595,100.000000,36.000000
2023-11-30,71.000000,73.500000,70.300000,70.500000,62.171671,78.019962,57.125364,61.119270,57.828365,76.847328,55.088374,80.319930,56.031367,49.482910,52.659757,57.405295,57.648586,60.047962,62.047462,58.048462,66.211111,67.800000,66.211111,65.211111,63.098357,218.994413,60.953482,100.000000,32.000000
2023-12-07,71.700000,77.600000,71.000000,74.000000,66.271301,87.869173,57.562452,61.346912,58.195449,83.017892,57.748328,86.951682,70.428844,52.196614,55.925655,58.689920,58.493744,60.607308,62.680385,58.534231,66.855556,70.550000,66.855556,65.905556,63.750725,210.696032,75.214678,100.000000,28.000000
2023-12-14,74.000000,78.200000,73.800000,77.300000,69.614933,92.574805,59.011584,61.699200,58.691949,86.154646,60.453692,99.196835,83.729428,57.356386,60.046719,60.451090,59.860703,61.224346,63.238462,59.210231,68.188889,73.175000,68.188889,66.688889,64.515556,185.887265,85.754924,100.000000,24.000000
2023-12-21,77.200000,78.000000,75.000000,76.000000,66.805336,75.311966,60.212638,61.912439,59.044705,85.251981,62.815434,96.061467,90.632479,62.455670,63.476695,61.999368,61.086723,61.832692,63.850385,59.815000,69.411111,74.450000,69.411111,67.450000,65.192367,136.800630,90.616420,96.000000,20.000000
2023-12-28,76.000000,83.400000,75.100000,82.900000,73.027637,90.063673,62.720710,62.390350,59.652658,85.983481,65.021915,108.556134,97.691530,71.371302,67.769975,64.023575,62.868771,62.656269,64.810231,60.502308,71.733333,77.550000,71.733333,68.600000,66.143092,154.198966,96.671900,100.000000,16.000000
2024-01-04,82.400000,83.300000,78.600000,80.500000,68.236420,68.659073,64.297412,62.648578,60.025865,78.011570,66.259025,92.201884,99.004080,78.565941,70.096824,65.248719,63.951062,63.478692,65.646000,61.311385,73.544444,79.175000,73.544444,69.383333,66.957005,128.899958,99.741239,96.000000,12.000000
2024-01-11,81.600000,85.200000,80.600000,82.000000,69.579760,74.369685,66.268611,62.958473,60.441252,77.697477,67.348401,95.438271,98.064439,85.907774,72.510295,66.561308,65.207453,64.417154,66.571000,62.263308,75.655556,80.350000,75.655556,70.383333,67.805990,122.463768,101.905290,100.000000,8.000000
2024-01-18,81.700000,92.000000,80.600000,88.200000,74.399186,87.965285,68.121149,63.466155,61.048119,76.998014,68.267412,93.670852,97.466785,91.205147,74.525586,67.739984,66.400014,65.493077,67.839615,63.146538,78.033333,83.400000,78.033333,71.516667,68.891691,137.520354,105.297201,100.000000,4.000000
2024-01-25,89.200000,91.400000,86.900000,90.900000,76.169775,91.062248,69.586224,64.033557,61.705582,84.465739,69.810110,97.651418,94.740606,94.449831,76.728046,69.040481,67.768129,66.813462,69.170769,64.456154,80.255556,85.400000,80.255556,72.955556,70.055652,137.948218,108.406821,96.000000,4.000000
2024-02-01,91.900000,95.000000,82.500000,86.300000,67.592644,54.935010,70.188555,64.204766,61.961541,77.987514,70.588910,83.408487,92.542257,94.793004,77.364279,69.665177,68.478325,68.109231,70.668462,65.550000,82.011111,86.850000,82.011111,74.111111,70.976329,107.361895,108.307304,100.000000,44.000000
2024-02-08,86.300000,94.700000,83.500000,93.800000,72.942429,77.127466,70.929791,64.588401,62.438971,74.374908,70.949481,81.046035,88.944198,94.136820,77.714922,70.159997,69.039448,69.429615,72.151538,66.707692,84.211111,89.800000,84.211111,75.533333,72.182222,113.206723,108.773916,96.000000,40.000000
2024-02-15,94.000000,108.400000,92.500000,108.000000,79.756305,90.464098,72.056610,65.248746,63.191899,74.175525,71.256724,84.316897,86.605709,92.483494,78.343682,70.775514,69.703982,71.223077,74.210769,68.235385,87.622222,94.750000,87.622222,77.905556,73.959807,188.772147,116.392795,100.000000,36.000000
2024-02-22,108.400000,115.400000,105.400000,113.000000,81.520928,92.709374,73.691676,65.968221,63.988813,86.766979,72.733891,101.482572,87.563498,93.085839,80.547385,72.110604,71.090434,73.299231,76.389231,70.209231,91.733333,100.275000,91.733333,80.572222,75.899710,198.943839,124.254799,100.000000,32.000000
2024-02-29,113.400000,122.000000,112.000000,120.000000,83.667422,95.121550,74.873874,66.762528,64.844405,92.765008,74.641616,103.404792,92.562574,92.513468,82.724281,73.471220,72.533202,75.607885,78.856923,72.358846,95.855556,108.700000,95.855556,83.794444,78.084541,191.427029,130.652154,100.000000,28.000000
2024-03-07,121.000000,135.200000,117.200000,135.000000,87.119998,97.635813,76.972050,67.687999,65.812909,95.155579,76.595327,114.039157,100.810854,94.939831,85.706650,75.235044,74.420484,78.262115,81.790769,74.733462,101.911111,119.000000,101.911111,87.727778,80.856329,185.488059,135.874622,100.000000,24.000000
2024-03-14,135.200000,163.200000,135.000000,152.000000,89.761579,98.739872,79.214474,68.704027,66.854155,97.165745,78.554414,117.347563,109.068521,97.374197,88.720071,77.066023,76.418423,81.909231,85.995000,77.823462,109.688889,130.000000,109.688889,92.672222,84.286860,197.437956,141.737796,100.000000,20.000000
2024-03-21,151.000000,157.600000,138.400000,154.600000,90.096129,98.861810,80.958579,69.709334,67.864676,98.412498,80.445660,114.109441,112.225238,99.645151,91.138106,78.676606,78.243301,85.502692,89.962692,81.042692,117.066667,140.400000,117.066667,97.550000,87.734493,152.264410,142.740331,96.000000,16.000000
2024-03-28,142.000000,150.000000,122.000000,125.000000,64.325915,37.271490,79.642594,69.572039,67.710817,78.291057,80.240460,66.447197,102.985840,96.178016,88.786591,78.144893,77.972013,88.441923,93.379615,83.504231,120.855556,141.650000,120.855556,100.555556,89.798744,79.322009,136.700491,92.000000,12.000000
